amazon,bad,battery,big,bought,buy,camera,charge,charger,day,design,display,dont,face,fast,feel,fingerprint,game,good,hang,heavy,issue,like,look,lot,mi,mp,performance,play,price,problem,pubg,purchase,quality,return,sale,say,screen,sensor,time,try,use,work,Cluster
0.3118277378402439,0.0,0.0,0.0,0.0,0.0,0.1759854366029329,0.0,0.0,0.0,0.0,0.2517202858406386,0.2716676053799533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3204145005886393,0.3118277378402439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6526507071624101,0.329804884843926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
0.0,0.0,0.2524176723596908,0.0,0.0,0.1692124245438479,0.1096152865570454,0.6055734418588554,0.0,0.0,0.3884535845646664,0.1567879240308862,0.0,0.0,0.0,0.0,0.1804771842862585,0.0,0.2303065069031773,0.0,0.2054241399624873,0.0,0.0,0.1804771842862585,0.0,0.0,0.0,0.0,0.0,0.1847331229382419,0.0,0.1942267922823332,0.2054241399624873,0.1355045729317537,0.0,0.1942267922823332,0.0,0.0,0.0,0.0,0.0,0.1513933604647138,0.0,1
0.0,0.0,0.0,0.4100900545574237,0.0,0.0,0.0,0.302227924449111,0.0,0.0,0.0,0.0,0.0,0.0,0.37790125091632,0.0,0.3602882230094153,0.0,0.4597629470329077,0.0,0.4100900545574237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2971727602617289,0.0,0.0,0.0,1
0.3110593541147444,0.531281880972207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5419963627910559,0.0,0.0,0.0,0.0,0.0,0.0,0.3110593541147444,0.0,0.2557163398367529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3289922031118277,0.0,0.0,0.0,0.0,0.0,0.0,0.2384050040151342,0.0,0.0,0.0,1
0.0,0.0,0.2834293235920098,0.0,0.2306622372940315,0.0,0.0,0.3399866368444292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2125570884830266,0.4053006731886289,0.1792872369055415,0.387902420976627,0.0,0.2306622372940315,0.0,0.1939699782206585,0.2026503365943144,0.0,0.0,0.0,0.2074291533946765,0.2306622372940315,0.0,0.0,0.0,0.2306622372940315,0.0,0.0,0.0,0.0,0.1729566909444001,0.2180892005120101,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4404244071771067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.669993759703244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5976074828191209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.1660040674037265,0.12631287207762,0.0,0.0,0.0,0.4388225765397815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1894560237203685,0.3789120474407371,0.1806259544236227,0.3196039920413944,0.1152481760613449,0.1943868964344559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2055934742616731,0.0,0.0,0.1943868964344559,0.0,0.1356162714492602,0.0,0.0,0.0,0.4624783935837829,0.1943868964344559,0.0,0.0,0.1515181563557924,0.1598019960206972,2
0.0,0.1660040674037265,0.12631287207762,0.0,0.0,0.0,0.4388225765397815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1894560237203685,0.3789120474407371,0.1806259544236227,0.3196039920413944,0.1152481760613449,0.1943868964344559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2055934742616731,0.0,0.0,0.1943868964344559,0.0,0.1356162714492602,0.0,0.0,0.0,0.4624783935837829,0.1943868964344559,0.0,0.0,0.1515181563557924,0.1598019960206972,2
0.0,0.0,0.1997446965245976,0.3251149740194342,0.0,0.2678044217168667,0.3469657562897377,0.0,0.0,0.0,0.0,0.0,0.2678044217168667,0.0,0.0,0.0,0.0,0.0,0.1822475538220735,0.3073934666990938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2793262719226975,0.0,0.0,0.214456615061241,0.0,0.0,0.0,0.243779869399242,0.0,0.4711907209553983,0.0,0.2396030401450795,0.0,2
0.6732435144903738,0.2874709247602648,0.0,0.0,0.0,0.2932684158984063,0.0949891875064541,0.1311927629448923,0.0,0.0,0.0,0.0,0.1466342079492031,0.0,0.0,0.0,0.0,0.1383653674668176,0.0,0.0,0.0,0.0,0.1496968093059082,0.0,0.0,0.0,0.3127917945985137,0.160083960956499,0.0,0.0,0.152942906544283,0.0,0.0,0.1174240353739151,0.0,0.0,0.1780141507826455,0.0,0.0,0.257996778833459,0.1729456349554204,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.628924742410522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7774661847205051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
0.0,0.0,0.1729541331119845,0.1407546219539605,0.0,0.1159427068840678,0.45064396684429,0.1037332575540624,0.0,0.1094045889255867,0.1330823082721559,0.2148591200424998,0.2318854137681356,0.0,0.1297065049920813,0.3891195149762441,0.0,0.1094045889255867,0.0789018888398743,0.0,0.0,0.2188091778511734,0.2367285713964867,0.1236612106550206,0.1367469797188226,0.1330823082721559,0.2473224213100412,0.253154676819336,0.0,0.0,0.1209309535030468,0.2661646165443118,0.0,0.0,0.0,0.0,0.0,0.1055415655977293,0.0,0.0,0.1367469797188226,0.1037332575540624,0.0,2
0.0,0.2982053431698315,0.0,0.0,0.3693227130186802,0.0,0.0,0.0,0.0,0.0,0.0,0.2818818736796356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3321232750952432,0.0,0.0,0.3693227130186802,0.2436175052782581,0.0,0.0,0.0,0.5538560198121524,0.0,0.0,0.0,0.0,0.2870641051624395,1
0.0,0.0,0.0,0.0,0.0,0.0,0.628924742410522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7774661847205051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
0.0,0.1660040674037265,0.12631287207762,0.0,0.0,0.0,0.4388225765397815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1894560237203685,0.3789120474407371,0.1806259544236227,0.3196039920413944,0.1152481760613449,0.1943868964344559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2055934742616731,0.0,0.0,0.1943868964344559,0.0,0.1356162714492602,0.0,0.0,0.0,0.4624783935837829,0.1943868964344559,0.0,0.0,0.1515181563557924,0.1598019960206972,2
0.0,0.0,0.2225315574441722,0.0,0.0,0.0,0.3865475853444864,0.0,0.0,0.0,0.3424608917428198,0.0,0.0,0.0,0.3337739323967402,0.0,0.318217567945322,0.0,0.4060766838675225,0.0,0.3622040673708547,0.0,0.0,0.0,0.0,0.0,0.318217567945322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2715902597407373,0.0,0.0,0.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
0.6732435144903738,0.2874709247602648,0.0,0.0,0.0,0.2932684158984063,0.0949891875064541,0.1311927629448923,0.0,0.0,0.0,0.0,0.1466342079492031,0.0,0.0,0.0,0.0,0.1383653674668176,0.0,0.0,0.0,0.0,0.1496968093059082,0.0,0.0,0.0,0.3127917945985137,0.160083960956499,0.0,0.0,0.152942906544283,0.0,0.0,0.1174240353739151,0.0,0.0,0.1780141507826455,0.0,0.0,0.257996778833459,0.1729456349554204,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
0.0,0.834278950473771,0.0,0.0,0.0,0.0,0.5513425729946702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
0.0,0.0,0.3605578667486225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5548739692912971,0.0,0.0,0.0,0.0,0.0,0.5548739692912971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5042100565553246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
0.0,0.0,0.2600282483265037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3718374046804625,0.0,0.2372504151884112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7272555663643097,0.0,0.0,0.0,0.0,0.0,0.0,0.3173533691761503,0.0,0.0,0.0,0.0,0.3289691099637589,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7809626296370433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6245777542551403,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.258578477900112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3145409259921773,0.0,0.0,0.0,0.0,0.0,0.3145409259921773,0.0,0.0,0.0,0.0,0.0,0.0,0.6653489814219075,0.0,0.0,0.0,0.0,0.0,0.0,0.4821467654461036,0.0,0.245174248259312,0.0,1
0.0,0.0,0.0,0.0,0.0,0.549646479707024,0.3560592937579724,0.0,0.0,0.0,0.0,0.0,0.549646479707024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5186513993232121,0
0.0,0.0,0.0,0.0,0.0,0.549646479707024,0.3560592937579724,0.0,0.0,0.0,0.0,0.0,0.549646479707024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5186513993232121,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3215657045648851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6549549996021403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5558288208214239,0.0,0.0,0.0,0.0,0.3983513123966264,0.0,0.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.4288765045044265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6905377429720877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5824281667425429,0.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.549646479707024,0.3560592937579724,0.0,0.0,0.0,0.0,0.0,0.549646479707024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5186513993232121,0
0.0,0.0,0.1817229958295128,0.2957819060821487,0.0,0.0,0.3156612304620527,0.4359703463732364,0.0,0.0,0.0,0.0,0.0,0.0,0.5451307636684263,0.0,0.0,0.0,0.0,0.0,0.0,0.2299029147130145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.390215102002332,0.2957819060821487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
0.0,0.0,0.7549949838466055,0.0,0.0,0.0,0.6557305653745781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.830852811164806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4393761081139727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3415146289665464,0
0.0,0.0,0.3135667528372027,0.0,0.0,0.0,0.0,0.3761378828847276,0.5103777395635206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2860990787681494,0.0,0.0,0.3967021900849629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5103777395635206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.1742067231917533,0.0,0.2835480254041341,0.0,0.4539076770096397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2203938650778227,0.0,0.0,0.0,0.0,0.0,0.2491136107188354,0.275474691637011,0.0,0.0,0.2549881053192822,0.0,0.0,0.4872270991888837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4407877301556454,2
0.0,0.0,0.0,0.0,0.3895390907990528,0.3208719969364391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3683059259164611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6055554483071527,0.3275737279096553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3683059259164611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2431074743381328,0.0,0.2387187709629507,0.2576357986014982,0.0,0.0,0.0,0.2747870531864588,0.0,0.1753275534851344,0.2957216343561076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2687201603163486,0.0,0.3127702501393273,0.2063136259381527,0.0,0.0,0.0,0.2345234665394885,0.0,0.22664972614848,0.3038648852784633,0.4610104657673512,0.0,2
0.0,0.2762012050585566,0.0,0.0,0.0,0.0,0.182530654734529,0.2520992288215537,0.3420709277270077,0.0,0.0,0.0,0.0,0.0,0.3152210838901023,0.0,0.3005294210974049,0.0,0.3835048816186971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3005294210974049,0.0,0.0,0.0,0.0,0.0,0.0,0.2256413242498247,0.0,0.0,0.0,0.2564938952383741,0.3234251779639486,0.247882533770862,0.0,0.0,0.0,2
0.0,0.0,0.2600282483265037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3718374046804625,0.0,0.2372504151884112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7272555663643097,0.0,0.0,0.0,0.0,0.0,0.0,0.3173533691761503,0.0,0.0,0.0,0.0,0.3289691099637589,0
0.0,0.0,0.0,0.0,0.0,0.0,0.3150352699343997,0.0,0.0,0.0,0.0,0.0,0.0,0.5582094601678947,0.0,0.0,0.0,0.0,0.3309514340964323,0.0,0.0,0.4588940281915721,0.0,0.5186929693335498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
0.0,0.0,0.1685064765898084,0.0,0.0,0.0,0.2927035265865096,0.6063940336470736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2131823214732941,0.0,0.2593199764571083,0.274270004219389,0.0,0.4612818064120234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.274270004219389,0.0,0.0,0.2056549564054698,0.0,0.0,0.0,0.0,0.0,1
0.6732435144903738,0.2874709247602648,0.0,0.0,0.0,0.2932684158984063,0.0949891875064541,0.1311927629448923,0.0,0.0,0.0,0.0,0.1466342079492031,0.0,0.0,0.0,0.0,0.1383653674668176,0.0,0.0,0.0,0.0,0.1496968093059082,0.0,0.0,0.0,0.3127917945985137,0.160083960956499,0.0,0.0,0.152942906544283,0.0,0.0,0.1174240353739151,0.0,0.0,0.1780141507826455,0.0,0.0,0.257996778833459,0.1729456349554204,0.0,0.0,1
0.0,0.1750655113326855,0.0,0.0,0.0,0.0,0.462776002707382,0.0,0.0,0.3370497914043173,0.0,0.0,0.3571921941657018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3370497914043173,0.0,0.0,0.0,0.0,0.3809710878254782,0.0,0.0,0.0,0.0,0.0,0.0,0.1430189770504626,0.0,0.204997636220014,0.0,0.0,0.409995272440028,0.1571161954772697,0.0,0.0,0.0,2
0.0,0.0,0.7549949838466055,0.0,0.0,0.0,0.6557305653745781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
0.0,0.0,0.2650872418658873,0.0,0.0,0.0,0.4604687731743195,0.0,0.0,0.0,0.0,0.3293151224372284,0.0,0.0,0.0,0.0,0.0,0.0,0.4837325067456697,0.0,0.0,0.0,0.0,0.379071707261379,0.0,0.0,0.0,0.0,0.0,0.3880108201868565,0.0,0.0,0.0,0.2846118749364538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
0.6732435144903738,0.2874709247602648,0.0,0.0,0.0,0.2932684158984063,0.0949891875064541,0.1311927629448923,0.0,0.0,0.0,0.0,0.1466342079492031,0.0,0.0,0.0,0.0,0.1383653674668176,0.0,0.0,0.0,0.0,0.1496968093059082,0.0,0.0,0.0,0.3127917945985137,0.160083960956499,0.0,0.0,0.152942906544283,0.0,0.0,0.1174240353739151,0.0,0.0,0.1780141507826455,0.0,0.0,0.257996778833459,0.1729456349554204,0.0,0.0,1
0.0,0.3541637458027096,0.0,0.4386263306429838,0.0,0.0,0.234053071531301,0.0,0.0,0.0,0.0,0.0,0.3613062461423684,0.0,0.0,0.4041976565701093,0.0,0.0,0.245877865338978,0.4147174973053995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3178516424674645,0.0,0.0,0.0,2
0.9039151147850344,0.1929831542073846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1339783830650108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2053453200053204,0.0,0.0,0.0,0.0,0.2259787786962585,0.0,0.0,0.0,0.0,0.0,0.0,0.1857731182315462,0
0.0,0.0,0.3366741086245698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.941621232015215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.4100900545574237,0.0,0.0,0.0,0.302227924449111,0.0,0.0,0.0,0.0,0.0,0.0,0.37790125091632,0.0,0.3602882230094153,0.0,0.4597629470329077,0.0,0.4100900545574237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2971727602617289,0.0,0.0,0.0,1
0.0,0.0,0.4287706077400907,0.0,0.0,0.0,0.1241323889760371,0.0,0.2326298643905007,0.1808166178285955,0.2199495753414961,0.3551048431993793,0.0,0.0,0.2143702725210913,0.0,0.0,0.0,0.0,0.0,0.4652597287810015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2326298643905007,0.2091985944076706,0.0,0.2199495753414961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.361633235657191,2
0.0,0.0,0.3605578667486225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5548739692912971,0.0,0.0,0.0,0.0,0.0,0.5548739692912971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5042100565553246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
0.0,0.0,0.7549949838466055,0.0,0.0,0.0,0.6557305653745781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
0.9039151147850344,0.1929831542073846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1339783830650108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2053453200053204,0.0,0.0,0.0,0.0,0.2259787786962585,0.0,0.0,0.0,0.0,0.0,0.0,0.1857731182315462,0
