battery,battery life,charge,come,good,great,life,like,new,screen,unlocked battery,use,work
0.0,0.0,0.0,0.6125560982011773,0.543745838195541,0.0,0.0,0.0,0.5736858809501748,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.8092767746300223,0.0,0.0,0.0,0.0,0.0,0.0,0.5874275291850289
0.0,0.0,0.0,0.0,0.0,0.5275266840749229,0.0,0.5535072120820647,0.5183839872104048,0.0,0.0,0.0,0.3829143580043713
0.41803316514599703,0.0,0.6302406877362631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6542514412362741,0.0,0.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5495434081712041,0.0,0.0,0.8354651653633306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.6956907571681706,0.0,0.0,0.0,0.0,0.0,0.7183414023921896,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.8201540242416191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5721427938201071
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9380648003886978,0.0,0.0,0.0,0.346459853766223
0.5384251207977004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8426733585998679,0.0,0.0
0.18261662553562766,0.2673314280885274,0.0,0.0,0.24644314106533433,0.26459876081816097,0.26595441953742405,0.832890506824268,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.6472648416731213,0.0,0.6168835169495085,0.0,0.0,0.0,0.0,0.0,0.0,0.447775559013525
0.5384251207977004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8426733585998679,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.6518985504029212,0.0,0.0,0.0,0.0,0.7583061914441749,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.8266065137015275,0.36687566491495194,0.0,0.0,0.0,0.0,0.4267597895765467,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4685197999466434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7332665920316813,0.0,0.49275683868232756
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.26514574748958686,0.0,0.7994850752562732,0.40309834032757513,0.3578170972100324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4876286977805191,0.0,0.0,0.0,0.0,0.7065399921483408,0.0,0.0,0.0,0.0,0.0,0.0,0.5128542605808183
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.36425314805722586,0.5332280890103422,0.5491601472852259,0.0,0.0,0.0,0.5304814623098983,0.0,0.0,0.0,0.0,0.0,0.0
0.6676361729116617,0.0,0.6710336497288821,0.0,0.0,0.32245275863513023,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4358569808440285,0.6380485281098127,0.0,0.0,0.0,0.0,0.634761977458031,0.0,0.0,0.0,0.0,0.0,0.0
0.3637356446101509,0.0,0.5483799418958365,0.0,0.49086524576953894,0.0,0.0,0.0,0.0,0.5709878550914783,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.9133697358962075,0.0,0.0,0.0,0.0,0.0,0.28753075276085105,0.0,0.0,0.2882391225452757,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.6957225519184569,0.5092321216982246,0.0,0.0,0.0,0.0,0.5066090968219922,0.0,0.0,0.0,0.0,0.0,0.0
